OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofFloors,NumberofBuildings,PropertyGFATotal,PropertyGFAParking,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),Electricity(kWh),NaturalGas(therms),NaturalGas(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2)
22,2015,NonResidential,Other,DOWNTOWN SEATTLE YMCA,909 4TH AVE,98104.0,7.0,DOWNTOWN,47.60544586,-122.33280182,1930,6.0,1.0,103911,0,,,79.5,83.4,173.7,178.4,10340282,10843936,4398022.0,5288219,1549824.0,6543.0,654260,411.09,3.74
23,2015,NonResidential,Hotel,RENAISSANCE MADISON HOTEL,515 MADISON ST,98104.0,7.0,DOWNTOWN,47.60656003,-122.33063632,1983,28.0,1.0,416281,85000,,30.0,95.5,97.4,231.9,234.7,33270518,33922016,0.0,21932264,6427712.0,113392.0,11339166,755.12,1.59
24,2015,NonResidential,Mixed Use Property,RAINIER CLUB (HISTORICAL LANDMARK),810 4TH AVE,98104.0,7.0,DOWNTOWN,47.60552597,-122.33163032,1907,5.0,1.0,57452,0,,,130.2,140.2,278.7,290.2,7481768,8052425,1755365.0,3773975,1106043.0,19526.0,1952583,265.5,4.34
25,2015,NonResidential,Hotel,DOUBLE TREE ARCTIC CLUB HOTEL - SEATTLE,700 3RD AVE,98104.0,7.0,DOWNTOWN,47.60397899,-122.3320576,1916,10.0,1.0,104352,0,,83.0,75.2,74.9,119.5,118.6,7845112,7816594,3205497.0,1790665,524792.0,28490.0,2849024,411.22,3.87
26,2015,NonResidential,Other,KING COUNTY COURTHOUSE,516 3RD AVE,98104.0,7.0,DOWNTOWN,47.60264587,-122.33052826,1916,10.0,1.0,540360,0,,67.0,99.3,103.1,208.5,210.4,53332648,55378956,0.0,26798906,7853984.0,265349.0,26534856,1596.08,2.74
27,2015,NonResidential,Other,KING COUNTY CORRECTIONAL FACILITY,500 5TH AVE,98104.0,3.0,DOWNTOWN,47.60355377,-122.32830048,1985,19.0,1.0,385274,0,,,132.1,136.1,245.5,243.9,50899248,52435544,0.0,19677268,5766838.0,312228.0,31222797,1795.42,4.44
28,2015,SPS-District K-12,K-12 School,GRAHAM HILL ELEMENTARY SCHOOL (SPS-DISTRICT),5101 S GRAHAM ST,98118.0,2.0,SOUTHEAST,47.54570136,-122.2685843,1961,2.0,1.0,56228,0,,96.0,25.1,29.6,59.2,63.9,1454222,1716043,0.0,911659,267181.0,5426.0,542600,35.17,0.56
29,2015,NonResidential,Hotel,WATERTOWN HOTEL,4242 ROOSEVELT WAY NE,98105.0,4.0,NORTHEAST,47.65953281,-122.3173925,2001,6.0,1.0,88592,30586,,85.0,66.9,66.3,151.5,149.7,3880806,3848493,0.0,2254751,660802.0,16261.0,1626149,102.08,1.04
30,2015,NonResidential,College/University,Cornish (Main Campus Center),1000 LENORA ST,98121.0,7.0,DOWNTOWN,47.61839333,-122.3369292,1928,7.0,1.0,126593,0,,,78.3,90.9,158.9,172.1,9791557,11360926,0.0,4582663,1343046.0,52091.0,5209084,308.6,2.28
31,2015,NonResidential,Other,SEATTLE HONDA,1017 OLIVE WAY,98101.0,7.0,DOWNTOWN,47.61490582,-122.33040102,1930,2.0,1.0,67224,0,,,20.7,20.7,64.9,64.9,1388717,1388717,0.0,1388775,407010.0,0.0,0,9.68,0.06
32,2015,NonResidential,Hotel,HOMEWOOD SUITES -SEATTLE - Hilton,1011 PIKE ST,98101.0,7.0,EAST,47.61300278,-122.32923126,1991,8.0,1.0,158676,30301,,,44.0,46.3,55.7,58.1,5159342,5421759,0.0,532747,156133.0,46266.0,4626617,249.43,1.56
33,2015,NonResidential,Hotel,SPRINGHILL SUITES SEATTLE DOWNTOWN,1800 YALE AVE,98101.0,7.0,DOWNTOWN,47.61806905,-122.33005445,2001,10.0,1.0,171866,38281,,20.0,85.5,86.7,183.3,180.9,11026945,11178456,0.0,5763595,1689143.0,52636.0,5263590,319.73,1.72
34,2015,SPS-District K-12,K-12 School,MEANY MIDDLE SCHOOL (SPS-DISTRICT),300 20TH AVE E,98112.0,3.0,CENTRAL,47.62309371,-122.3053887,1955,1.0,1.0,126351,0,,57.0,49.7,64.4,84.2,102.4,6283226,8131874,0.0,1933106,566538.0,43502.0,4350200,244.51,1.87
35,2015,NonResidential,Hotel,Hotel Five,2200 5TH AVE,98121.0,7.0,DOWNTOWN,47.61587049,-122.34197968,1978,5.0,1.0,68410,16200,,60.0,90.5,90.5,194.1,194.1,4341706,4341706,0.0,2276244,667101.0,20656.0,2065556,125.57,1.69
36,2015,SPS-District K-12,K-12 School,JANE ADAMS JUNIOR HIGH (SPS-DISTRICT),11031 34TH AVE NE,98125.0,5.0,NORTH,47.71011498,-122.29379175,1949,2.0,1.0,160645,0,,80.0,38.9,50.9,62.6,77.2,6387710,8362498,0.0,1709681,501058.0,46781.0,4678100,260.37,1.58
37,2015,SPS-District K-12,K-12 School,JOHN HAY ELEMENTARY SCHOOL (SPS-DISTRICT),201 GARFIELD ST,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.63303191,-122.35245717,1989,2.0,1.0,51582,0,,94.0,26.7,30.5,83.8,95.8,1472548,1682521,0.0,1472609,431579.0,0.0,0,10.27,0.08
38,2015,NonResidential,Small- and Mid-Sized Office,HOUSE OF GOOD SHEPHERD,4649 SUNNYSIDE AVE N,98103.0,4.0,LAKE UNION,47.66391557,-122.33172174,1906,3.0,1.0,87262,0,,,59.2,66.3,104.1,112.3,3988729,4470231,0.0,1353524,396679.0,26353.0,2635261,149.39,1.65
40,2015,NonResidential,Hotel,SILVER CLOUD INN UNIVERSITY,5036 25TH AVE NE,98105.0,4.0,NORTHEAST,47.66585193,-122.29889419,1994,4.0,1.0,81871,0,,20.0,90.6,93.8,178.5,181.8,7419765,7677473,0.0,3266270,957249.0,41536.0,4153630,243.37,2.8
41,2015,NonResidential,"Self-Storage Facility
",QFC / SHURGARD MINI STORAGE / LIQUOR STORE,2746 NE 45TH ST,98105.0,4.0,NORTHEAST,47.66270326,-122.29612323,1955,2.0,1.0,126394,0,,77.0,11.7,12.2,34.0,34.5,306721,319916,0.0,272732,79930.0,340.0,34000,3.71,0.02
46,2015,NonResidential,Distribution Center,SEATTLE WAREHOUSE OFFICE BUILDING,3301 S NORFOLK ST,98118.0,2.0,GREATER DUWAMISH,47.5106034,-122.29027588,1961,2.0,7.0,714095,0,,1.0,66.9,64.7,210.0,203.3,47843892,46313516,0.0,47845869,14022240.0,0.0,0,333.54,0.18
50,2015,SPS-District K-12,K-12 School,LAWTON ELEMENTARY SCHOOL (SPS-DISTRICT),4017 26TH AVE W,98199.0,7.0,MAGNOLIA / QUEEN ANNE,47.65726207,-122.39065097,1990,2.0,1.0,54986,0,2016,91.0,30.1,33.5,80.3,91.0,1655612,1842702,0.0,1281965,375707.0,3737.0,373700,28.78,0.42
51,2015,SPS-District K-12,K-12 School,ECKSTEIN MIDDLE (SPS-DISTRICT),3003 NE 75TH ST,98115.0,4.0,NORTHEAST,47.68245037,-122.2939354,1950,2.0,1.0,175565,0,,88.0,34.1,45.5,53.6,67.3,6227419,8317888,0.0,1561983,457772.0,46655.0,4665500,258.67,1.44
52,2015,NonResidential,Small- and Mid-Sized Office,SALMON BAY CENTER 5305 & 5309,5305 SHILSHOLE AVE NW,98107.0,6.0,BALLARD,47.66580963,-122.3860321,1961,2.0,1.0,94900,0,,57.0,63.7,69.6,161.3,165.9,6043853,6605535,0.0,4289697,1257186.0,17543.0,1754334,123.08,1.1
53,2015,NonResidential,Small- and Mid-Sized Office,EL CENTRO DE LA RAZA,2524 16TH AVE S,98144.0,2.0,GREATER DUWAMISH,47.58002948,-122.31181286,1900,2.0,1.0,52554,0,,93.0,36.3,37.2,81.6,84.5,2137686,2192109,0.0,1226016,359310.0,9117.0,911721,56.97,0.98
54,2015,NonResidential,K-12 School,BLANCHET HIGH SCHOOL,8200 WALLINGFORD AVE N,98103.0,6.0,NORTHWEST,47.68894837,-122.33616192,1954,3.0,1.0,175015,0,,95.0,40.5,49.1,74.6,85.8,7080118,8596269,0.0,2694187,789588.0,43860.0,4386042,251.72,1.37
55,2015,NonResidential,"Self-Storage Facility
",MINI STG (OLD SKYWAY LUGGAGE CO),11 VINE ST,98121.0,7.0,DOWNTOWN,47.61311034,-122.35096928,1911,3.0,1.0,70586,0,,,30.5,33.7,79.6,82.0,2147062,2377595,0.0,1607511,471115.0,5396.0,539617,39.87,0.47
56,2015,NonResidential,Hotel,HILTON SEATTLE,1301 6TH AVE,98101.0,7.0,DOWNTOWN,47.60950466,-122.3334029,1969,24.0,1.0,332210,205970,,68.0,44.9,44.9,121.0,121.0,15660628,15660628,0.0,12308680,3607318.0,33525.0,3352459,263.85,0.63
57,2015,NonResidential,Large Office,5th and Pine,1513 5TH AVE,98101.0,7.0,DOWNTOWN,47.61103976,-122.3363484,1973,5.0,1.0,168115,0,2016,79.0,54.3,54.3,170.7,170.7,9213841,9213841,0.0,9214222,2700422.0,0.0,0,64.23,0.15
59,2015,NonResidential,Small- and Mid-Sized Office,GIBRALTAR TOWER,1518 3RD AVE,98101.0,7.0,DOWNTOWN,47.610466,-122.33795929,1910,8.0,1.0,59400,0,,,98.0,109.4,307.9,343.5,3915947,4369220,0.0,3916108,1147698.0,0.0,0,27.3,0.18
60,2015,NonResidential,Mixed Use Property,MANN BUILDING/WILD GINGER/TRIPLE DOOR,1401 3RD AVE,98101.0,7.0,DOWNTOWN,47.60883331,-122.3374176,1926,2.0,1.0,52549,0,,,297.1,316.4,522.8,537.1,15583947,16598244,0.0,5294026,1551526.0,102901.0,10290141,583.41,10.67
61,2015,Multifamily LR (1-4),Low-Rise Multifamily,GATEWOOD APTS,107 PINE ST,98101.0,7.0,DOWNTOWN,47.60973588,-122.3403842,1900,4.0,1.0,48383,0,,75.0,61.0,69.9,129.6,139.4,2953338,3379678,915977.0,1448859,424619.0,5886.0,588563,112.06,2.19
62,2015,NonResidential,Hotel,ROOSEVELT HOTEL,1531 7TH AVE,98101.0,7.0,DOWNTOWN,47.61229324,-122.33441925,1930,20.0,1.0,98634,10043,,46.0,69.7,73.8,201.1,213.8,6175812,6534220,0.0,5422999,1589324.0,7530.0,753040,77.8,0.55
63,2015,NonResidential,Hotel,SHERATON HOTEL,1400 6TH AVE,98101.0,7.0,DOWNTOWN,47.61101988,-122.3335344,1982,34.0,1.0,994212,146694,,60.0,85.9,89.3,187.3,191.6,85357952,88771488,16229832.0,45041634,13200400.0,240884.0,24088353,2846.07,2.67
65,2015,NonResidential,Hotel,INN AT THE MARKET,86 PINE ST,98101.0,7.0,DOWNTOWN,47.60989093,-122.3414255,1985,7.0,1.0,71150,0,,99.0,87.8,87.8,203.3,203.3,5040382,5040382,0.0,3053131,894784.0,19874.0,1987378,126.83,1.6
66,2015,NonResidential,Hotel,MOORE HOTEL & THEATRE,1926 2ND AVE,98101.0,7.0,DOWNTOWN,47.61155254,-122.3408486,1908,7.0,1.0,122810,0,,99.0,41.4,50.8,65.7,75.6,5086863,6240104,0.0,1305729,382671.0,37812.0,3781188,209.92,1.66
67,2015,NonResidential,Hotel,QUALITY INN & SUITES - SEATTLE,618 JOHN ST,98109.0,7.0,LAKE UNION,47.62037281,-122.3441465,1959,5.0,1.0,113173,42546,,86.0,70.6,73.1,166.6,174.3,4988241,5160438,0.0,3125480,915988.0,18629.0,1862890,120.73,0.95
68,2015,NonResidential,Hotel,HOLIDAY INN - SEATTLE,211 DEXTER AVE N,98109.0,7.0,LAKE UNION,47.6203118,-122.3428044,2000,7.0,1.0,150453,34735,2014,83.0,60.8,62.6,131.7,133.4,6722886,6921805,0.0,3586563,1051118.0,31365.0,3136472,191.58,1.17
69,2015,NonResidential,Hotel,HOLIDAY INN EXPRESS - DOWNTOWN SEATTLE,226 AURORA AVE N,98109.0,7.0,LAKE UNION,47.62021696,-122.3432115,1997,6.0,1.0,116300,28200,,84.0,68.0,69.7,147.8,150.3,6014078,6169676,0.0,3238067,948984.0,27761.0,2776145,170.01,1.34
70,2015,NonResidential,Hotel,HOMEWOOD SUITES HOTEL - SEATTLE,206 WESTERN AVE W,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.62050588,-122.3596901,1998,6.0,1.0,155602,36744,,81.0,44.4,44.1,108.0,106.8,6915293,6855303,0.0,4566435,1338290.0,23490.0,2349046,156.59,0.88
73,2015,NonResidential,K-12 School,SEATTLE HEBREW ACADAMY,1617 INTERLAKEN DR E,98112.0,3.0,EAST,47.63445532,-122.3080163,1911,3.0,1.0,56072,0,,77.0,55.4,72.3,78.7,98.6,3106930,4055974,0.0,550355,161293.0,25566.0,2556597,139.62,2.45
77,2015,NonResidential,Hotel,COMFORT SUITES SEATTLE CENTER,601 ROY ST,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62498256,-122.3445605,1999,4.0,1.0,122942,44891,,94.0,67.6,68.0,135.3,136.5,5276777,5306165,0.0,2400660,703564.0,28762.0,2876216,169.49,1.29
82,2015,NonResidential,Small- and Mid-Sized Office,WA DEPT OF SOCIAL & HEALTH SERVICES,1700 E CHERRY ST,98122.0,3.0,CENTRAL,47.60841187,-122.3095441,1962,2.0,1.0,54984,0,,65.0,63.7,71.3,149.8,157.8,3504957,3921971,0.0,2181293,639274.0,13238.0,1323754,85.51,1.38
84,2015,NonResidential,Senior Care Community,PROVIDENCE MT ST VINCENT,4831 35TH AVE SW,98126.0,1.0,SOUTHWEST,47.55837362,-122.378518,1922,5.0,1.0,217603,0,,50.0,153.5,170.9,246.4,264.6,45494324,50629892,0.0,12080722,3540510.0,334141.0,33414103,1858.84,8.3
85,2015,NonResidential,Senior Care Community,FOSS HOME AND VILLAGE,13023 GREENWOOD AVE N,98133.0,5.0,NORTHWEST,47.72389349,-122.3562998,1970,2.0,1.0,93397,0,,1.0,175.3,180.8,313.8,320.7,16371764,16886622,0.0,5797976,1699219.0,105740.0,10574028,602.0,6.18
86,2015,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,207 PONTIUS AVE N,98109.0,7.0,LAKE UNION,47.61990903,-122.3320457,2008,6.0,1.0,84103,20732,,68.0,62.8,63.8,164.1,164.0,3979132,4045411,0.0,2975816,872126.0,10034.0,1003439,74.04,0.73
89,2015,NonResidential,Medical Office,"POLYCLINIC MEDICAL OFFICE, NORTH BUILDING",1200 HARVARD AVE,98122.0,3.0,EAST,47.61249662,-122.3213373,1965,3.0,1.0,179014,0,,48.0,105.4,110.9,221.6,224.0,18868768,19858448,0.0,9501003,2784469.0,93682.0,9368159,563.78,2.92
95,2015,NonResidential,Hotel,SORRENTO HOTEL,900 MADISON ST,98104.0,3.0,EAST,47.60895788,-122.3268374,1908,7.0,1.0,76631,0,,24.0,94.4,93.9,175.0,173.4,7231928,7192445,0.0,2784090,815936.0,44480.0,4447953,255.64,3.18
96,2015,NonResidential,Mixed Use Property,PUGET SOUND BLOOD CENTER,921 TERRY AVE,98104.0,3.0,EAST,47.60831445,-122.3266192,1983,6.0,1.0,187600,18493,,,201.5,203.8,509.3,502.9,15240688,15416397,4816083.0,10425038,3055277.0,0.0,0,444.42,2.13
98,2015,NonResidential,Retail Store,FIRESTONE TIRE AND RUBBER CO,400 WESTLAKE AVE N,98109.0,7.0,LAKE UNION,47.622375,-122.33805,1929,2.0,1.0,58320,0,,95.0,14.9,19.2,26.6,31.5,1074180,1383366,0.0,376328,110291.0,6979.0,697867,39.69,0.65
100,2015,NonResidential,Large Office,CITY PLACE III,551 BOREN AVE N,98109.0,7.0,LAKE UNION,47.62428336,-122.33589247,2010,5.0,1.0,316306,0,,96.0,46.3,46.7,139.3,139.8,13300859,13429220,0.0,12471183,3654943.0,8302.0,830194,131.03,0.24
102,2015,NonResidential,Hotel,MARRIOTT RESIDENCE INN,800 FAIRVIEW AVE N,98109.0,3.0,LAKE UNION,47.6263594,-122.333131,1990,7.0,1.0,282863,44766,,40.0,79.9,85.3,178.1,186.6,18829136,20123722,0.0,10638785,3117920.0,81908.0,8190794,509.18,1.64
103,2015,Nonresidential COS,Other,KEY ARENA - SEATTLE CENTER,305 HARRISON ST,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62124083,-122.3534322,1962,1.0,1.0,129000,0,,,79.7,78.7,167.7,167.7,29337400,28974828,8560000.0,14312992,4194724.0,0.0,0,760.51,5.42
104,2015,Nonresidential COS,Other,BAGLEY WRIGHT THEATER - SEATTLE CENTER,305 HARRISON ST,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62124083,-122.3534322,1962,1.0,1.0,91213,0,,,78.0,85.9,201.2,216.1,5069854,5580583,1270000.0,3622005,1061505.0,0.0,0,123.28,1.18
106,2015,Nonresidential COS,Other,ARMORY - SEATTLE CENTER,305 HARRISON ST,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62189039,-122.3502752,1938,5.0,1.0,396085,0,,,97.6,96.5,166.8,167.7,27185096,26880068,10951000.0,7964427,2334143.0,0.0,0,900.81,2.19
107,2015,NonResidential,Large Office,CITY PLACE IV,301 BOREN AVE N,98109.0,7.0,LAKE UNION,47.62099765,-122.33592466,2010,12.0,1.0,571329,0,,89.0,66.8,66.7,184.6,184.3,41734776,41683652,0.0,34236747,10033800.0,74995.0,7499452,636.96,0.86
110,2015,Nonresidential COS,Other,EXHIBITION HALL - SEATTLE CENTER,301 MERCER ST,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62393635,-122.35193,1962,2.0,1.0,49680,0,,,50.6,49.4,102.4,101.3,2632472,2568666,1145000.0,1149520,336891.0,0.0,0,96.39,1.84
111,2015,Nonresidential COS,Other,MERCER ARENA - SEATTLE CENTER,301 MERCER ST,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62388082,-122.3499699,1928,1.0,1.0,60696,0,,,8.6,8.6,26.9,26.9,924980,924980,0.0,925018,271096.0,0.0,0,6.45,0.04
112,2015,Nonresidential COS,Other,MCCAW HALL - SEATTLE CENTER,225 MERCER ST,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62388082,-122.3499699,1928,2.0,1.0,262048,0,,,70.4,70.4,174.1,179.7,20828130,20845160,3900000.0,13983710,4098221.0,0.0,0,398.51,1.29
113,2015,NonResidential,Small- and Mid-Sized Office,KCTS 9,401 MERCER ST,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.623925,-122.3483417,1986,2.0,1.0,66240,2352,,,77.8,77.8,244.4,244.4,4329966,4329966,0.0,4330148,1269041.0,0.0,0,30.19,0.17
114,2015,NonResidential,Large Office,BILL & MELINDA GATES FOUNDATION,500 5TH AVE N,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62334946,-122.344706,2010,6.0,1.0,920598,303707,,93.0,49.9,52.8,133.3,133.0,36681188,38835684,0.0,28483019,8347549.0,81994.0,8199352,634.03,0.56
115,2015,NonResidential,Small- and Mid-Sized Office,SCRIPPS BUILDING - 221 FIRST AVENUE WEST,221 1ST AVE W,98119.0,7.0,MAGNOLIA / QUEEN ANNE,47.62038448,-122.3584269,1970,4.0,1.0,76213,25930,,72.0,64.8,66.8,183.3,189.4,3303553,3402840,0.0,2809470,823375.0,4942.0,494199,45.83,0.44
116,2015,NonResidential,Hotel,THE MEDITERRANEAN INN,425 QUEEN ANNE AVE N,98109.0,7.0,MAGNOLIA / QUEEN ANNE,47.62294488,-122.3571048,2002,6.0,1.0,117738,36934,,52.0,84.4,87.5,186.9,196.8,5061274,5249742,0.0,2820414,826582.0,22410.0,2240976,138.68,1.07
117,2015,NonResidential,Hotel,UNIVERSITY INN,4140 ROOSEVELT WAY NE,98105.0,4.0,NORTHEAST,47.65774638,-122.3175345,1962,4.0,1.0,50017,0,,51.0,111.4,114.3,207.1,210.0,5570472,5717357,0.0,2156751,632081.0,34138.0,3413811,196.34,3.74
118,2015,SPS-District K-12,K-12 School,COOPER ELEMENTARY SCHOOL (SPS-DISTRICT),1901 SW GENESEE ST,98106.0,1.0,DELRIDGE,47.56261299,-122.3579283,1999,3.0,1.0,74468,0,,85.0,24.9,26.9,70.9,76.9,1857329,2001478,0.0,1591795,466509.0,2656.0,265600,25.2,0.25
119,2015,NonResidential,K-12 School,ST JOSEPH K-8 SCHOOL,700 18TH AVE E,98112.0,3.0,EAST,47.6262348,-122.3081985,1923,3.0,1.0,67743,0,,43.0,34.0,35.2,74.7,78.6,2303288,2385958,0.0,1265357,370839.0,10380.0,1037984,63.95,0.86
120,2015,NonResidential,K-12 School,HOLY NAMES ACADEMY,728 21ST AVE E,98112.0,3.0,EAST,47.62595722,-122.304164,1908,6.0,1.0,194104,0,,100.0,30.3,38.8,51.2,61.5,5889882,7540875,0.0,1795343,526163.0,40946.0,4094613,229.98,1.15
121,2015,NonResidential,Small- and Mid-Sized Office,THE 2100 BUILDING,2100 24TH AVE S,98144.0,3.0,SOUTHEAST,47.58406769,-122.3012707,2003,3.0,1.0,99433,35752,,71.0,69.7,72.9,218.9,228.8,4439034,4640342,0.0,4439217,1301006.0,0.0,0,30.95,0.12
122,2015,SPS-District K-12,K-12 School,MUIR ELEMENTARY SCHOOL(SPS-DISTRICT),3301 S HORTON ST,98144.0,2.0,SOUTHEAST,47.57334571,-122.2906221,1991,2.0,1.0,58933,0,,71.0,35.4,40.7,111.2,127.9,2150120,2473493,0.0,2150209,630164.0,0.0,0,14.99,0.1
125,2015,SPS-District K-12,K-12 School,MERCER JR HIGH SCHOOL (SPS-DISTRICT),1600 S COLUMBIAN WAY,98108.0,2.0,GREATER DUWAMISH,47.56301254,-122.3112112,1957,1.0,1.0,130862,0,,65.0,44.7,57.4,81.3,97.8,5851209,7508759,0.0,2151598,630571.0,36997.0,3699700,211.49,1.55
